radio,mcc,mnc,lac,cellid,unit,lon,lat,range,samples,changeable,created,updated,averageSignalStrength
LTE,234,20,5708,3452743,-1,-0.1042,51.5087,3027,26,1,1646367241,1715732222,0
LTE,234,20,5708,3452745,-1,-0.1047,51.5077,3101,16,1,1646367258,1715732222,0
LTE,234,20,5708,3466313,-1,-0.104,51.5075,3152,9,1,1646367290,1715732222,0
LTE,234,20,5708,3466311,-1,-0.1011,51.507,3297,10,1,1646367312,1715732222,0
LTE,234,20,1147,126281,-1,0.1068,51.4906,2451,35,1,1646369215,1750516446,0
LTE,234,20,5991,12845825,-1,0.1391,51.4918,1000,19,1,1646481243,1720096088,0
LTE,234,20,1346,606280,-1,0.1157,51.5463,7178,11,1,1646580852,1755511878,0
LTE,234,20,1730,3645697,-1,0.1161,51.4429,1000,14,1,1646581686,1736427844,0
LTE,234,20,1672,1242114,-1,0.1012,51.4264,1000,14,1,1646584066,1736427844,0
LTE,234,15,12319,3712782,-1,-0.0754,51.4943,1000,14,1,1637477710,1742877182,0
LTE,234,15,12319,3712778,-1,-0.0738,51.4937,1000,13,1,1637479851,1740279605,0
LTE,234,20,5702,3415559,-1,-0.0975,51.4685,1000,26,1,1637686118,1719427503,0
LTE,234,15,12290,259104,-1,0.0879,51.3723,938,27,1,1641865769,1736427842,0
LTE,234,15,12290,259102,-1,0.096,51.3728,1000,14,1,1643535934,1736427842,0
LTE,234,15,12290,265504,-1,0.0928,51.3819,918,26,1,1643536044,1736427842,0
LTE,234,15,12290,265506,-1,0.101,51.3777,1000,13,1,1643536304,1736427842,0
LTE,234,15,12300,77600,-1,-0.0399,51.4645,753,50,1,1644145620,1732718884,0
LTE,234,15,12300,1814806,-1,-0.0434,51.4742,1000,13,1,1644145649,1751598722,0
LTE,234,15,12306,3494414,-1,-0.0584,51.488,1000,8,1,1644146099,1723253059,0
LTE,234,15,12300,79384,-1,-0.0631,51.4723,1000,11,1,1644148671,1728847049,0
LTE,234,15,12300,413710,-1,-0.0727,51.4737,500,32,1,1644148681,1728847049,0
LTE,234,15,12300,413730,-1,-0.0816,51.4746,1316,24,1,1644148791,1728847049,0
LTE,234,15,12300,3724070,-1,-0.0694,51.4734,500,28,1,1644148981,1728847023,0
LTE,234,15,12300,3724060,-1,-0.068,51.4666,1000,86,1,1644149131,1719005764,0
LTE,234,15,12300,3724054,-1,-0.0646,51.4668,1000,5,1,1644149481,1719005764,0
LTE,234,15,12300,3724066,-1,-0.0718,51.4714,1231,24,1,1644154881,1728847049,0
LTE,234,15,12300,3724052,-1,-0.0605,51.4661,1000,19,1,1644154951,1719687663,0
LTE,234,15,12290,224546,-1,-0.0602,51.4322,1000,16,1,1644155492,1720633506,0
LTE,234,15,12319,50720,-1,-0.0897,51.517,1000,4,1,1645412419,1749305043,0
LTE,234,15,12299,361510,-1,-0.0441,51.4826,1000,14,1,1645450053,1732718883,0
LTE,234,15,6187,2318374,-1,-0.1596,51.5262,1000,14,1,1646912932,1720896188,0
LTE,234,15,6187,3293726,-1,-0.1336,51.5163,1000,9,1,1646915476,1722011524,0
LTE,234,15,12319,229642,-1,-0.107,51.521,1804,13,1,1646919422,1731020762,0
UMTS,234,10,21092,6052644,300,-0.0661,51.5071,4985,2,1,1646920782,1752903128,0
LTE,234,15,6195,3711512,-1,0.1345,51.6814,1034,24,1,1646967458,1733020028,0
GSM,234,30,2310,18049,-1,0.1216,51.6617,6929,12,1,1646967578,1736968142,0
LTE,234,15,6193,2887714,-1,-0.002,51.6003,691,30,1,1646968708,1749913146,0
LTE,234,15,6193,3292694,-1,-0.0557,51.6128,1000,32,1,1646968989,1724698505,0
LTE,234,15,6193,1078304,-1,-0.0734,51.6148,1000,16,1,1646969049,1724698506,0
LTE,234,15,6187,3674150,-1,-0.1713,51.5322,1000,18,1,1646972229,1719159363,0
LTE,234,15,6187,3674130,-1,-0.1652,51.529,651,25,1,1646972319,1748800809,0
LTE,234,15,6187,2318354,-1,-0.1586,51.5257,1000,17,1,1646972469,1720896188,0
LTE,234,10,4320,137965683,-1,-0.1564,51.5224,1000,14,1,1646972689,1754086773,0
LTE,234,15,6191,2190606,-1,-0.227,51.509,1000,4,1,1646974940,1742221863,0
LTE,234,10,14354,134652016,-1,-0.115,51.5086,1000,21,1,1646993618,1723128609,0
LTE,234,10,14528,134386308,-1,-0.079,51.5071,1000,11,1,1646994286,1723053365,0
LTE,234,10,14608,138108280,-1,-0.0097,51.4837,1000,4,1,1646995702,1721765944,0
LTE,234,10,14608,137200534,-1,-0.0459,51.5105,6481,31,1,1646999066,1711483805,0
LTE,234,10,14608,137200514,-1,0.0026,51.5005,1562,22,1,1646999253,1711483805,0
LTE,234,10,14608,137200504,-1,0.0025,51.5005,1554,19,1,1646999433,1713940802,0
LTE,234,10,14608,137200494,-1,-0.1258,51.5267,7803,14,1,1646999453,1713379026,0
LTE,234,15,12319,3310642,-1,-0.0782,51.5062,4078,3,1,1646999763,1711825155,0
LTE,234,10,4320,130139261,-1,-0.1618,51.5212,2919,16,1,1647005830,1745451781,0
LTE,234,10,4320,135041390,-1,-0.1717,51.5176,1000,8,1,1647005970,1733958363,0
GSM,234,30,2080,8930,-1,-0.1181,51.5055,4113,48,1,1646992214,1719211755,0
GSM,234,30,2080,8830,-1,-0.102,51.5092,1908,32,1,1646993379,1719211731,0
GSM,234,15,314,1599,-1,-0.1587,51.5278,1713,2,1,1647005975,1728972735,0
GSM,234,15,314,1648,-1,-0.1732,51.5175,3232,17,1,1647005985,1728972737,0
LTE,234,20,1006,123720,-1,-0.1404,51.5412,2720,23,1,1647022907,1750471921,0
LTE,234,20,1006,84808,-1,-0.1328,51.5422,1000,7,1,1647023147,1750378382,0
LTE,234,20,1007,1173065,-1,-0.1176,51.5457,1000,15,1,1647023267,1750378383,0
LTE,234,20,1039,107008,-1,-0.1049,51.5456,2395,28,1,1647023997,1746146342,0
LTE,234,20,1034,662273,-1,-0.0744,51.5444,1161,16,1,1647024427,1750516447,0
LTE,234,10,14353,137982318,-1,-0.1183,51.5245,4220,13,1,1647059267,1753914602,0
GSM,234,15,316,22972,-1,-0.1,51.512,5502,7,1,1647060677,1711918504,0
GSM,234,30,2337,6551,-1,-0.0864,51.5129,1000,9,1,1647066852,1719211731,0
GSM,234,30,2080,8359,-1,-0.0949,51.4953,1439,74,1,1647073467,1723653608,0
GSM,234,30,2080,8345,-1,-0.1025,51.4971,1000,30,1,1647073637,1719211726,0
GSM,234,30,2080,8895,-1,-0.0917,51.4947,4230,29,1,1647073930,1719211728,0
GSM,234,30,2080,8360,-1,-0.1082,51.4963,1939,30,1,1647074060,1719211739,0
GSM,234,15,316,9588,-1,-0.1333,51.5101,1000,5,1,1647086692,1725218885,0
LTE,234,15,6187,3293706,-1,-0.1313,51.5164,1000,22,1,1647090496,1724085485,0
LTE,234,10,4320,138680178,-1,-0.1774,51.5186,4024,21,1,1647058394,1754056144,0
LTE,234,10,4320,130139519,-1,-0.1601,51.5201,3626,25,1,1647058696,1753914602,0
LTE,234,10,14353,136848263,-1,-0.1067,51.5209,1874,11,1,1647059363,1750615981,0
LTE,234,10,14353,136848243,-1,-0.1002,51.5204,1000,8,1,1647059412,1753896902,0
LTE,234,10,14528,138653309,-1,-0.0868,51.5099,1000,10,1,1647060593,1720903202,0
LTE,234,15,12319,3465254,-1,-0.0977,51.5126,1000,15,1,1647062932,1725218886,0
LTE,234,20,1002,1202761,-1,-0.0972,51.5142,1000,18,1,1647064060,1710892146,0
LTE,234,20,1742,3297793,-1,-0.1014,51.5159,500,26,1,1647064597,1748134262,0
LTE,234,20,1002,1202760,-1,-0.0941,51.5141,1000,12,1,1647066013,1710892146,0
LTE,234,20,1055,147271,-1,-0.0884,51.5138,1000,15,1,1647066550,1710892145,0
LTE,234,20,1055,147272,-1,-0.0886,51.5131,1000,8,1,1647066703,1710892145,0
LTE,234,20,1055,3355136,-1,-0.0857,51.5139,1000,5,1,1647066911,1712326325,0
LTE,234,20,1053,3465728,-1,-0.0413,51.5141,11514,31,1,1647067369,1750516446,0
LTE,234,20,1053,3465799,-1,-0.0804,51.5186,1000,18,1,1647067441,1738625164,0
LTE,234,20,1053,3465729,-1,-0.0773,51.5189,1000,3,1,1647067939,1711549385,0
LTE,234,15,12319,163360,-1,-0.0755,51.5198,1000,10,1,1647068668,1723994766,0
LTE,234,20,1051,1318472,-1,-0.078,51.5234,1000,10,1,1647070395,1750299121,0
LTE,234,15,12319,55580,-1,-0.0797,51.5227,1000,9,1,1647071602,1749305042,0
LTE,234,15,12319,1995036,-1,-0.0964,51.4992,1000,14,1,1647073502,1725819438,0
LTE,234,15,12319,3555356,-1,-0.0986,51.4928,500,35,1,1647073732,1728749645,0
LTE,234,20,1031,3302913,-1,-0.0997,51.4935,1148,34,1,1647074009,1750009924,0
LTE,234,20,1031,3302984,-1,-0.0995,51.4937,1171,50,1,1647074020,1749346563,0
LTE,234,15,12319,3555352,-1,-0.0983,51.4929,1000,8,1,1647074586,1723053307,0
LTE,234,20,1031,3396354,-1,-0.099,51.494,1219,27,1,1647079163,1750009924,0
LTE,234,15,12330,673328,-1,-0.1131,51.5025,1000,22,1,1647080365,1730132526,0
LTE,234,15,6187,2549778,-1,-0.1417,51.5139,1000,26,1,1647087961,1723757224,0
LTE,234,20,1010,110921,-1,-0.1382,51.5157,1000,48,1,1647088958,1722011110,0
LTE,234,15,6187,3538456,-1,-0.1377,51.5152,500,26,1,1647088978,1742855222,0
LTE,234,15,12306,3810066,-1,-0.1834,51.5021,1000,18,1,1647121807,1719174682,0
LTE,234,20,1047,3405057,-1,-0.1565,51.4873,1000,14,1,1647124130,1750009867,0
LTE,234,15,12319,2982428,-1,-0.1049,51.5162,1000,46,1,1647126642,1725218886,0
LTE,234,15,12319,2029852,-1,-0.1029,51.5166,1000,25,1,1647126662,1725218886,0
LTE,234,15,12319,3793180,-1,-0.0986,51.5167,1000,44,1,1647126702,1712326325,0
LTE,234,20,1052,219207,-1,-0.0571,51.5267,1000,22,1,1647128567,1754742002,0
LTE,234,20,1034,3367497,-1,-0.0584,51.5338,1000,18,1,1647128647,1750530062,0
LTE,234,15,6188,2226204,-1,-0.0618,51.5343,1000,20,1,1647128667,1743309243,0
LTE,234,20,1034,512071,-1,-0.0597,51.5378,1000,20,1,1647128667,1750530062,0
LTE,234,15,6188,2226214,-1,-0.0602,51.5376,1000,11,1,1647128677,1743309243,0
LTE,234,20,1098,717897,-1,-0.0576,51.5439,1000,22,1,1647128727,1749913144,0
LTE,234,15,6157,2413342,-1,-0.0559,51.5627,1118,16,1,1647128877,1754742003,0
LTE,234,15,6157,3609610,-1,-0.0556,51.5744,1008,50,1,1647128957,1733611142,0
LTE,234,15,6193,128121630,-1,-0.0601,51.585,1000,10,1,1647129057,1733611142,0
GSM,234,30,2337,65434,-1,-0.0789,51.5198,1000,3,1,1647128447,1724699642,0
LTE,234,15,6190,2269450,-1,-0.4193,51.4666,1000,4,1,1647145765,1753484248,0
LTE,234,15,6190,3297556,-1,-0.3958,51.4728,9028,12,1,1647146460,1753564275,0
LTE,234,20,1122,1406209,-1,-0.4155,51.4691,2384,26,1,1647146517,1756584663,0
LTE,234,15,6190,3297554,-1,-0.403,51.4729,1000,14,1,1647146539,1756667763,0
LTE,234,20,1116,1659719,-1,-0.3789,51.4717,1000,15,1,1647146679,1756560244,0
LTE,234,20,1116,776263,-1,-0.3719,51.4702,1000,16,1,1647146701,1756560245,0
LTE,234,20,1116,140547,-1,-0.3641,51.4687,1000,9,1,1647146756,1756649523,0
LTE,234,20,1169,220420,-1,-0.3014,51.5143,1000,5,1,1647148943,1736851504,0
LTE,234,20,1058,107522,-1,-0.198,51.4865,1000,7,1,1647151502,1753564274,0
LTE,234,20,1058,3405826,-1,-0.1903,51.4943,1163,12,1,1647151638,1720010479,0
LTE,234,15,12306,2854668,-1,-0.1459,51.5129,4982,3,1,1647151939,1710591128,0
LTE,234,15,12306,3701266,-1,-0.1712,51.4952,4995,29,1,1647151968,1719174682,0
LTE,234,15,12330,54284,-1,-0.1289,51.5004,2900,20,1,1647152300,1719159364,0
UMTS,234,15,301,53597121,426,-0.1289,51.5061,3120,47,1,1647152321,1718237643,0
LTE,234,20,5003,3406153,-1,-0.193,51.4914,1000,10,1,1647169907,1709331723,0
LTE,234,20,1057,164937,-1,-0.2235,51.4912,1000,17,1,1647170196,1720010467,0
LTE,234,20,1057,164935,-1,-0.2092,51.4966,6547,7,1,1647170269,1753564274,0
LTE,234,15,12300,1469990,0,-0.0986,51.4488,1316,4,1,1647251137,1721327104,0
LTE,234,15,12300,1189138,0,-0.1252,51.4458,1000,48,1,1647251615,1722351910,0
LTE,234,15,12300,1189148,0,-0.1331,51.4477,1000,43,1,1647251675,1720771084,0
LTE,234,15,6191,2293014,0,-0.2891,51.534,1000,15,1,1647256528,1727539932,0
LTE,234,10,14353,133600366,-1,-0.1086,51.5268,1000,2,1,1647330763,1727098987,0
LTE,234,10,14768,138677634,-1,-0.0206,51.4694,1000,17,1,1647334434,1717703148,0
LTE,234,10,14768,138677886,-1,-0.0145,51.4692,1000,24,1,1647334644,1710104230,0
LTE,234,15,6192,3010316,0,-0.2786,51.6375,1000,13,1,1647370967,1742581280,0
LTE,234,15,6192,3359758,0,-0.3372,51.6479,666,30,1,1647371097,1748569502,0
LTE,234,15,6192,3447576,0,-0.344,51.655,1000,6,1,1647371105,1742619242,0
LTE,234,15,6192,3362594,0,-0.3593,51.6667,1215,22,1,1647371133,1748569561,0
LTE,234,15,6192,3368226,0,-0.3678,51.6706,1129,29,1,1647371165,1748569561,0
LTE,234,10,14608,135307647,-1,0.0056,51.4911,1433,24,1,1647336774,1721765944,0
LTE,234,10,14608,134703229,-1,0.0084,51.4919,1820,16,1,1647336964,1739530933,0
LTE,234,10,14608,137973385,-1,-0.0101,51.4791,1000,22,1,1647337154,1721765944,0
LTE,234,10,14768,134438023,-1,-0.0314,51.4779,1000,4,1,1647337744,1717703129,0
LTE,234,10,14768,134438008,-1,-0.0203,51.4836,1000,3,1,1647338134,1721765944,0
LTE,234,10,14528,138712686,-1,-0.0845,51.5134,1000,2,1,1647343644,1721341638,0
LTE,234,10,14528,138372211,-1,-0.0788,51.5211,1000,16,1,1647343814,1721341638,0
LTE,234,10,14528,133597344,-1,-0.0853,51.5187,1000,7,1,1647344994,1738438683,0
LTE,234,10,4113,135334254,-1,-0.1201,51.5305,1000,3,1,1647349204,1750602962,0
LTE,234,10,4320,130139258,-1,-0.1634,51.5188,3265,17,1,1647349714,1742839321,0
LTE,234,10,4320,131540609,-1,-0.2138,51.5198,3295,29,1,1647351014,1729098363,0
LTE,234,10,4099,133159539,-1,-0.3432,51.5105,1000,13,1,1647353864,1725125650,0
LTE,234,15,12296,2926118,0,-0.2087,51.4213,1000,18,1,1647626114,1729718702,0
LTE,234,15,12292,1491234,0,-0.4664,51.3321,1135,19,1,1647776610,1709519288,0
LTE,234,15,12292,14870,0,-0.347,51.3147,1148,50,1,1647777573,1729718762,0
LTE,234,15,12292,157984,0,-0.3851,51.3122,3865,50,1,1647777576,1729718762,0
LTE,234,15,12292,1977108,0,-0.2962,51.2917,1000,5,1,1647777865,1711910043,0
LTE,234,10,14354,128530037,0,-0.1337,51.5142,1000,4,1,1647799984,1733837762,0
LTE,234,10,14353,128155262,0,-0.1391,51.52,1000,9,1,1647800936,1732630741,0
LTE,234,10,14353,135000690,0,-0.14,51.5215,1000,5,1,1647801224,1732630742,0
LTE,234,15,12296,709144,0,-0.1232,51.3621,1671,4,1,1647875610,1720771085,0
LTE,234,15,12292,56334,0,-0.2441,51.308,1000,3,1,1647947613,1711909742,0
LTE,234,15,12292,1977102,0,-0.2447,51.3111,1000,3,1,1647947685,1711909742,0
LTE,234,15,12292,1041166,0,-0.257,51.3134,1000,13,1,1647947724,1711909742,0
LTE,234,15,12292,1041176,0,-0.2648,51.3101,1000,17,1,1647947855,1711909743,0
LTE,234,20,1095,188489,0,-0.0743,51.3972,2995,25,1,1647971685,1714933865,0
LTE,234,15,12297,320288,0,-0.1757,51.4555,1636,44,1,1648020755,1729718744,0
LTE,234,20,1141,280578,0,-0.0965,51.3534,5273,5,1,1648032518,1720771086,0
LTE,234,15,6150,2268700,0,-0.1573,51.5433,1000,14,1,1648296097,1743970921,0
LTE,234,15,12297,3684134,0,-0.2069,51.491,1000,26,1,1648299348,1709329993,0
LTE,234,15,12297,3447334,0,-0.2295,51.4912,1000,33,1,1648299528,1709363764,0
LTE,234,15,12297,3729938,0,-0.244,51.4904,1000,23,1,1648299948,1709329992,0
LTE,234,15,12297,3729958,0,-0.2517,51.4896,1000,16,1,1648300008,1746983770,0
LTE,234,15,12297,3798310,0,-0.1775,51.4549,1000,12,1,1648488807,1714860790,0
LTE,234,15,6187,3712530,0,-0.1594,51.5222,1000,11,1,1648715734,1728668463,0
LTE,234,15,6190,2238732,-1,-0.4999,51.4831,4662,18,1,1648719532,1753652343,0
LTE,234,15,12305,346398,-1,-0.4813,51.3401,1000,8,1,1648721552,1720401074,0
LTE,234,10,14354,128786548,-1,-0.1339,51.5105,1000,9,1,1648281819,1730833143,0
LTE,234,10,14354,138717334,-1,-0.1317,51.5109,1000,7,1,1648284069,1754086750,0
LTE,234,10,14354,138717566,-1,-0.1309,51.5104,1000,9,1,1648284269,1734470942,0
LTE,234,10,14528,138659198,-1,-0.083,51.5089,3157,10,1,1648285789,1742152924,0
LTE,234,10,14528,138582148,-1,-0.0798,51.509,1000,3,1,1648285799,1742152924,0
LTE,234,10,14528,138712948,-1,-0.0836,51.5139,1000,2,1,1648287319,1721341638,0
LTE,234,10,14528,137086834,-1,-0.079,51.5193,1000,20,1,1648287579,1721341638,0
LTE,234,10,14528,135074690,-1,-0.0761,51.5239,1000,3,1,1648288519,1733944453,0
LTE,234,10,14528,135074695,-1,-0.0721,51.5248,1000,18,1,1648288909,1753976702,0
LTE,234,10,4113,134415487,-1,-0.1009,51.5305,1000,24,1,1648292400,1742152922,0
LTE,234,10,4113,134415497,-1,-0.1011,51.5329,1132,9,1,1648292530,1742152922,0
LTE,234,10,4113,134980210,-1,-0.1209,51.536,3359,10,1,1648308161,1744392843,0
LTE,234,10,14353,134982015,-1,-0.1048,51.5201,1000,3,1,1648309081,1721341638,0
GSM,234,10,22106,4411,-1,-0.1039,51.5141,1000,3,1,1648309161,1715732222,0
LTE,234,10,14354,135043443,-1,-0.1019,51.5039,1000,3,1,1648309371,1734795962,0
LTE,234,10,14354,135343476,-1,-0.1246,51.5055,6922,5,1,1648309381,1738254363,0
LTE,234,10,14528,138314623,-1,-0.0787,51.5013,1000,14,1,1648309671,1719906604,0
LTE,234,10,14528,134631560,-1,-0.067,51.4975,1000,23,1,1648309742,1742152924,0
LTE,234,15,12305,248078,-1,-0.4614,51.3482,1586,73,1,1648798591,1711908003,0
LTE,234,15,12305,248082,-1,-0.4677,51.3491,1314,79,1,1648798731,1714860788,0
LTE,234,15,12305,248096,-1,-0.4902,51.3525,2262,37,1,1648792132,1723851612,0
UMTS,234,10,21019,1914600,73,-0.4615,51.3704,1000,12,1,1648798006,1726317123,0
LTE,234,15,6191,3894290,0,-0.2265,51.5254,1152,29,1,1648837417,1754601123,0
LTE,234,15,12297,320268,0,-0.1707,51.4535,1000,13,1,1648893878,1729444263,0
LTE,234,15,6150,2268690,-1,-0.1508,51.5433,1670,34,1,1648927899,1751421003,0
LTE,234,15,6150,2803740,-1,-0.1252,51.551,703,27,1,1648928369,1746146342,0
LTE,234,15,6157,2215188,-1,-0.0588,51.5453,686,27,1,1648929119,1754531103,0
LTE,234,15,6157,3650342,-1,-0.0534,51.5463,1000,11,1,1648929169,1751768462,0
LTE,234,15,6157,2575134,-1,-0.0263,51.5395,500,33,1,1648929469,1740532624,0
LTE,234,15,6157,2296084,-1,-0.0283,51.5425,1000,20,1,1648929479,1744248544,0
LTE,234,15,12299,3305752,-1,-0.0121,51.5114,1000,7,1,1648930969,1742612343,0
LTE,234,15,12295,228620,-1,0.1096,51.4941,3735,21,1,1648932859,1750866545,0
LTE,234,15,12295,3742752,-1,0.0891,51.4972,1000,22,1,1648932879,1751768465,0
LTE,234,10,4114,128156798,0,-0.1438,51.5757,1000,8,1,1649269390,1743959222,0
LTE,234,10,4114,130765444,0,-0.1627,51.5651,1000,8,1,1649316805,1745158983,0
LTE,234,10,4288,133939081,0,-0.1621,51.5629,1000,6,1,1649316865,1745158983,0
LTE,234,10,4114,130670195,0,-0.116,51.5568,1000,7,1,1649329809,1735175942,0
LTE,234,10,4291,128624245,0,-0.2203,51.5778,1000,15,1,1649354225,1723224245,0
LTE,234,15,12299,2807584,-1,0.0014,51.4996,1166,14,1,1649350375,1744900324,0
LTE,234,15,12299,3890470,-1,0.0028,51.4986,1339,29,1,1649350435,1754531105,0
LTE,234,15,12290,3107618,-1,0.0787,51.3827,1000,24,1,1646719842,1736416508,0
LTE,234,15,12330,304160,-1,-0.1251,51.5101,1000,10,1,1647004865,1745117102,0
LTE,234,15,6187,156940,-1,-0.1268,51.5136,1000,6,1,1647005175,1733305409,0
LTE,234,15,12330,2042392,-1,-0.1435,51.4954,1000,2,1,1647018746,1729444262,0
LTE,234,15,12306,2850836,-1,-0.1476,51.4861,1000,22,1,1647018866,1729444262,0
LTE,234,15,12306,3252766,-1,-0.1519,51.4799,654,28,1,1647018886,1729444262,0
LTE,234,15,12300,308242,-1,-0.1121,51.4644,1000,23,1,1647019126,1744587605,0
LTE,234,15,12300,3724046,-1,-0.0649,51.4731,500,50,1,1647019436,1728847049,0
LTE,234,15,12290,240652,-1,0.1141,51.4065,1024,41,1,1647080537,1736427843,0
LTE,234,15,24616,1784354,-1,0.1501,51.2871,3353,7,1,1647178130,1726600623,0
LTE,234,15,12295,361230,-1,0.1814,51.4354,740,40,1,1647315086,1728847026,0
LTE,234,15,12295,194338,-1,0.1691,51.4419,614,50,1,1647315126,1727554624,0
LTE,234,15,12295,3326494,-1,0.069,51.4339,1449,26,1,1647317292,1727554645,0
LTE,234,15,12295,2352662,-1,0.1351,51.4484,690,50,1,1647347954,1727027705,0
LTE,234,15,12295,2957856,-1,0.1169,51.45,1000,18,1,1647348004,1711994342,0
LTE,234,15,12295,2957846,-1,0.1141,51.4376,1427,9,1,1647349294,1712005981,0
LTE,234,10,4288,133939080,0,-0.1544,51.5628,1000,3,1,1649402835,1745158983,0
LTE,234,10,4288,133939070,0,-0.1517,51.5603,1000,8,1,1649402865,1745158983,0
LTE,234,10,4288,130538377,0,-0.1401,51.5402,1000,22,1,1649450935,1751421001,0
LTE,234,10,4288,130538367,0,-0.1369,51.5353,500,34,1,1649450995,1751421001,0
LTE,234,10,14353,131626357,0,-0.1396,51.5247,1000,16,1,1649451325,1745366402,0
LTE,234,10,14353,131626377,0,-0.1431,51.5241,1000,15,1,1649451385,1745366402,0
LTE,234,10,4320,134006407,0,-0.1647,51.5173,1486,4,1,1649451715,1745451781,0
LTE,234,10,4320,134006397,0,-0.1713,51.507,1289,6,1,1649452226,1740324301,0
LTE,234,10,4320,133976446,0,-0.1688,51.5173,1000,24,1,1649452286,1747663325,0
LTE,234,10,4320,135661429,0,-0.1743,51.4992,1000,31,1,1649452646,1719174672,0
LTE,234,10,4288,133938803,0,-0.1503,51.5608,1000,2,1,1649506956,1745158983,0
LTE,234,10,4288,137339773,0,-0.1787,51.5854,1000,4,1,1649507646,1735175941,0
LTE,234,10,4291,129689460,0,-0.2423,51.5868,1238,24,1,1649510889,1723224244,0
LTE,234,10,4291,131363198,0,-0.2247,51.5695,1533,12,1,1649511159,1711817589,0
LTE,234,10,4291,128624254,0,-0.2146,51.5747,1000,2,1,1649511249,1723224245,0
LTE,234,10,4113,138375538,0,-0.0939,51.5421,1000,15,1,1649514548,1745366402,0
LTE,234,10,4113,128453236,0,-0.0936,51.5417,1000,5,1,1649514788,1727098987,0
LTE,234,10,4113,128040564,0,-0.0928,51.5422,1000,10,1,1649515125,1745366402,0
LTE,234,10,4113,128453246,0,-0.0971,51.5398,1000,6,1,1649516864,1727098987,0
LTE,234,15,12295,1867284,-1,0.1373,51.4703,1000,10,1,1649493662,1736427845,0
LTE,234,10,4289,128440436,0,-0.2401,51.5614,1000,6,1,1649535303,1714838765,0
UMTS,234,10,21001,5848975,212,-0.0999,51.5677,1000,4,1,1649554337,1754297641,0
LTE,234,10,4114,128060792,0,-0.0922,51.5647,1000,6,1,1649554517,1735754042,0
LTE,234,10,4114,131550840,0,-0.0898,51.5673,1000,3,1,1649555942,1735754042,0
UMTS,234,10,21001,5868559,99,-0.0993,51.5764,1000,2,1,1649556672,1754297641,0
LTE,234,10,4115,128015224,0,-0.044,51.5984,1603,8,1,1649558022,1738399324,0
LTE,234,10,4115,128034173,0,-0.0526,51.6053,4268,6,1,1649599190,1747852326,0
LTE,234,10,4115,128015487,0,-0.0494,51.5971,538,35,1,1649599310,1738399324,0
LTE,234,10,4112,131481471,0,-0.0725,51.5825,1000,7,1,1649599671,1748561882,0
LTE,234,15,12300,244244,-1,-0.1071,51.4635,1000,68,1,1649639376,1722869166,0
LTE,234,15,12300,2882338,-1,-0.1161,51.4603,1000,18,1,1649639726,1722351905,0
LTE,234,15,6187,3212820,-1,-0.1437,51.5183,1000,5,1,1649641914,1719414726,0
LTE,234,15,6187,3293728,-1,-0.1334,51.5163,1000,6,1,1649645863,1738341064,0
LTE,234,15,6187,3293708,-1,-0.1318,51.5163,1000,10,1,1649645935,1720563844,0
LTE,234,15,12330,3818524,-1,-0.1263,51.5042,500,29,1,1649651420,1735142042,0
LTE,234,15,12330,54300,-1,-0.1285,51.4998,1000,24,1,1649652174,1745117102,0
LTE,234,15,12319,3088660,-1,-0.107,51.5077,1184,3,1,1649654302,1711908005,0
LTE,234,15,12319,3465264,-1,-0.0964,51.5132,500,42,1,1649656341,1748134263,0
LTE,234,15,12319,3465260,-1,-0.097,51.5135,1000,4,1,1649656848,1720896186,0
LTE,234,15,12319,3331870,-1,-0.0924,51.5097,5720,8,1,1649663419,1712239744,0
LTE,234,15,12319,3016212,-1,-0.083,51.5071,1000,6,1,1649663519,1711825154,0
LTE,234,15,12300,2882336,-1,-0.1126,51.4627,1000,31,1,1649667904,1723219568,0
LTE,234,15,6188,3170322,-1,-0.1141,51.5317,1423,24,1,1649874498,1746928442,0
LTE,234,15,12299,2227222,-1,-0.0343,51.5125,1000,19,1,1649875547,1745281263,0
LTE,234,15,12295,228640,-1,0.0909,51.4898,1000,48,1,1649876597,1725233104,0
LTE,234,15,12297,3900178,-1,-0.1673,51.4613,1000,29,1,1648882879,1710626824,0
LTE,234,15,12297,3900170,-1,-0.167,51.461,1000,8,1,1648892604,1710626824,0
LTE,234,15,12292,16160,-1,-0.3193,51.364,631,49,1,1650102890,1729718763,0
LTE,234,15,12292,16140,-1,-0.3203,51.3615,851,31,1,1650102930,1729718763,0
LTE,234,15,12292,521248,-1,-0.3215,51.3572,865,37,1,1650102940,1729718763,0
LTE,234,15,12292,1382176,-1,-0.3242,51.3554,566,49,1,1650102950,1729718763,0
LTE,234,15,12292,1382166,-1,-0.3429,51.3482,1670,50,1,1650102960,1729718763,0
LTE,234,15,12292,1031180,-1,-0.3383,51.3501,946,50,1,1650102990,1729718763,0
LTE,234,15,12292,1031190,-1,-0.3494,51.3494,697,50,1,1650103000,1729718763,0
LTE,234,15,12292,208652,-1,-0.3582,51.3493,760,49,1,1650103030,1729718763,0
LTE,234,15,12292,208672,-1,-0.3737,51.3468,1160,50,1,1650103040,1729718763,0
LTE,234,15,12292,1138956,-1,-0.3966,51.344,740,45,1,1650103100,1729718748,0
LTE,234,15,12292,1138976,-1,-0.4118,51.3393,887,50,1,1650103130,1729718704,0
LTE,234,15,12295,3014154,-1,0.1758,51.4841,1000,15,1,1650265532,1753635543,0
